"tx_id","gene","baseMean","log2FoldChange","padj","neglog10padj","sig"
"f7ba7826-24fe-4175-a855-6babc3114cc0_Chr1:202000","Chr1:202000",3.24319626753885,0.0490243805929497,NA,NA,FALSE
"e02beb9c-bf8f-4045-bf49-8dfa6520660e_AT1G01620","AT1G01620",1.45921982570759,-0.0160056449416795,NA,NA,FALSE
"e7890be4-af37-4f64-a2f1-93a6db4468fd_Chr1:258000","Chr1:258000",2.35400293260953,0.00048095950310739,NA,NA,FALSE
"9495b2c5-5794-4a1f-9315-899fd2463de3_AT1G01810","AT1G01810",1.55028191347256,-0.0373583475154797,NA,NA,FALSE
"8346455e-84c3-4168-8618-eab64a111406_AT1G01840","AT1G01840",1.47767254389703,-0.00130778770167699,NA,NA,FALSE
"3c941687-c786-4270-9a67-14e3c921b632_Chr1:342000","Chr1:342000",1.64359587213441,0.00671911930359924,NA,NA,FALSE
"9fb7fc0a-0934-4165-a580-bbdf2843bca8_AT1G01990","AT1G01990",33.981464646209,-0.0102281805821468,0.994729251309028,0.00229511087569247,FALSE
"ae9e2968-6c16-4387-a9e6-56ed2041484d_AT1G02000","AT1G02000",9.64032417815681,0.011244274025822,0.992201257342403,0.00340022695058745,FALSE
"036615ea-d165-4e5e-bcf7-6e75c6ece8b3_Chr1:347000","Chr1:347000",0.939170109562424,0.0339441980295925,NA,NA,FALSE
"8d536b5f-d956-419e-a48a-85b1866ddd4f_AT1G02060","AT1G02060",2.04783264237056,0.045936693861202,NA,NA,FALSE
"7d7509f1-9051-4c87-852b-c16e786f0eed_AT1G02360","AT1G02360",1.28917920731866,0.024271918558629,NA,NA,FALSE
"ded52833-ec29-481a-b0da-f5a4c5757c33_Chr1:486000","Chr1:486000",1.73743698123926,0.032752029446911,NA,NA,FALSE
"f078eb07-4d9d-4153-9a16-433790098cc3_Chr1:489000","Chr1:489000",3.65307737705188,0.0375644866402167,NA,NA,FALSE
"e51208cd-6ba3-4b36-aca4-23f77dcab139_AT1G02420","AT1G02420",1.62455109164346,0.0196178725580603,NA,NA,FALSE
"3d465f85-83d7-4044-8e30-0bd636d48be0_AT1G02450","AT1G02450",32.7970190132117,-0.0720938045988929,0.795140529125806,0.0995561095442733,FALSE
"64675310-0aa1-4f0b-a10f-2977ce57a6e3_Chr1:539000","Chr1:539000",10.7143535799856,0.183676345972835,0.526430002112679,0.278659367531104,FALSE
"db688754-a7a9-4bbe-b4ec-598021aa4c6b_AT1G02705","AT1G02705",1.18383162923824,0.00998627316295154,NA,NA,FALSE
"d65e42cf-d583-4f8b-b8cf-fbce7b0078f6_AT1G02816","AT1G02816",3.96059257210943,0.0186033701928096,NA,NA,FALSE
"995ba1ad-d336-4b89-8d20-b68c0844228b_AT1G02816","AT1G02816",0.77775132922997,-0.00736813464537181,NA,NA,FALSE
"24e60842-551e-4086-ab28-0305b6586568_AT1G02900","AT1G02900",7.73365408555729,0.101400730294164,0.719825348230248,0.142772863986678,FALSE
"4fdd25f7-ff0c-4a16-8644-5ebf373bf448_AT1G02920","AT1G02920",4.63172815299345,0.144157604479433,0.274492124426203,0.561470111568382,FALSE
"a55ab848-44b6-4d41-9622-5c363c9d75df_AT1G03020","AT1G03020",4.9776602549659,0.0413852908234053,0.932284520260066,0.0304515267857498,FALSE
"ddb6d09c-ea26-43b7-ac36-3cb96d11fc4a_AT1G03100","AT1G03100",0.637541638084246,0.0228151867137021,NA,NA,FALSE
"e9284b17-fa13-4917-b26f-283b6458c223_AT1G03130","AT1G03130",28.9961479157228,-0.0913351750959127,0.897720069551151,0.0468590655619162,FALSE
"0cb37555-f6a2-4c52-b65e-a4d49c922e18_Chr1:754000","Chr1:754000",18.77124320899,-0.0252394115075684,0.985888386143501,0.00617224938510019,FALSE
"b9f1b82a-159e-47ad-937a-b5a7c02ce887_Chr1:755000","Chr1:755000",1.805117254691,-0.0127369856085478,NA,NA,FALSE
"b9b976a3-8749-4df6-8b59-457ed1ff5c2a_AT1G03220","AT1G03220",130.586003325925,0.180208168972562,0.723523399182068,0.140547418972965,FALSE
"73dde333-7f20-4617-ab60-a3d0b9f2bfe8_AT1G03230","AT1G03230",44.3820614026415,-0.0260906345041974,0.985888386143501,0.00617224938510019,FALSE
"a41cdf64-9040-4dba-a961-ff75414d8d81_AT1G03300","AT1G03300",1.02193705722603,0.00475155381944703,NA,NA,FALSE
"be96ee96-ac3a-43b7-8cb5-23c6153ea237_AT1G03350","AT1G03350",11.6741584455443,-0.0503762933034808,0.942621253040262,0.0256627725394061,FALSE
"e7306bb3-b8df-4967-8cc0-59810e13e212_Chr1:842000","Chr1:842000",2.02259511508706,0.0149653135070653,NA,NA,FALSE
"29968aaa-a3dd-44ed-968b-01f7bc905fe1_AT1G03420-AT1G04183","AT1G03420",4.28951653249562,-0.05468137854296,0.858491779675003,0.0662638589874886,FALSE
"7d86f20f-7cfe-490c-a02c-def492f8f9d2_AT1G03420-AT1G04183","AT1G03420",1.84261151505326,-0.0255926380200642,NA,NA,FALSE
"714312b6-bca0-4e89-8451-e993c27bb7c9_Chr1:848000","Chr1:848000",0.684101137050808,-0.023079903384188,NA,NA,FALSE
"97f3787b-5b5b-40cf-b14e-073db8cee22b_AT1G03440","AT1G03440",1.56241567854693,-0.0534568318712373,NA,NA,FALSE
"cf29c5f2-90fb-4650-aa60-df5e3787c487_AT1G03440","AT1G03440",4.1415771609043,0.00667576633275946,0.994729251309028,0.00229511087569247,FALSE
"fcc8793e-a828-4033-b0e6-15e7bd6d628e_AT1G03495","AT1G03495",5.77383300187927,-0.173851213906485,0.309530708695503,0.509296257934929,FALSE
"72c113fe-86be-4960-9024-6df443582ad0_Chr1:882000","Chr1:882000",0.818981620518024,-0.0114782477701239,NA,NA,FALSE
"6957a252-f2cc-4083-8cc9-dac39ed77521_AT1G03560","AT1G03560",3.48453354604792,0.0102064747661381,NA,NA,FALSE
"906142e9-3d44-4cb8-9381-cb26593d94d4_AT1G03600","AT1G03600",319.81154490774,0.335845848524252,0.302192412544299,0.519716444138324,FALSE
"a39f9e3a-8d8a-41ff-b369-9d81da8f922f_AT1G03680","AT1G03680",50.070073207461,-0.00970507275734208,0.994729251309028,0.00229511087569247,FALSE
"fddae214-0b97-43d8-b977-f104360bae7b_AT1G03730","AT1G03730",21.102727335774,0.314684888869559,0.445895638772648,0.350766775388082,FALSE
"36ebc348-8abc-4e6c-8133-d0649d079262_AT1G03820","AT1G03820",7.78053496037281,-0.0203498758049648,0.98445610588401,0.0068036430579486,FALSE
"a09c78d9-260f-4aa4-9b16-5f9d74710687_AT1G03850","AT1G03850",43.005230530462,-0.0479794345915138,0.962388166847426,0.0166497255523141,FALSE
"cc8b1602-ed69-45ec-9b73-e566cbdef164_AT1G03870","AT1G03870",3.19269017225826,-0.0777251454196156,NA,NA,FALSE
"45572813-0cb5-404f-af1f-a475010ce3ec_Chr1:1008000","Chr1:1008000",12.5077127550622,0.135286453474061,0.667828000312724,0.17533537604778,FALSE
"8c9bc2e4-f537-4a94-bd8b-e060d2ca84e2_AT1G03940","AT1G03940",0.833833784617667,-0.00706571842400258,NA,NA,FALSE
"884d6924-4316-4063-801a-e59e0194acc1_AT1G03970","AT1G03970",18.0618082928464,-0.09882462981103,0.858491779675003,0.0662638589874886,FALSE
"6f4d9509-a924-4add-93eb-148def60f1ea_Chr1:1024000","Chr1:1024000",1.3935440523213,0.00178811366530157,NA,NA,FALSE
"4ca2726b-8c4c-41ab-889f-827f808d6b0c_AT1G04000","AT1G04000",11.6418231373926,-0.0370526068093431,0.965193503700452,0.0153856098015247,FALSE
"6b96444f-3c82-4388-a02e-ca15ff054cc0_AT1G04070","AT1G04070",26.6124283385323,0.0917104404627611,0.895001954728381,0.0481760161624988,FALSE
"5ca5c06d-cada-4b2b-85d8-970345eb48d9_AT1G04110","AT1G04110",3.03742304522234,-0.0621394271562655,NA,NA,FALSE
"6de4e6d9-bae9-4c0c-98db-a2c53cb1bdbf_AT1G04240","AT1G04240",0.964329346022585,0.00477844595845463,NA,NA,FALSE
"2d42828a-5677-400f-bf48-7b46c9bbd8bc_Chr1:1140000","Chr1:1140000",34.3991911325742,-0.183523475565717,0.692450787991223,0.159611086181639,FALSE
"e45ce22a-9a6b-4ec7-b611-2e9966651266_Chr1:1145000","Chr1:1145000",1.0955863148157,-0.0218214217919417,NA,NA,FALSE
"ef7210c9-9504-496b-9a11-d88906d72e9b_AT1G04330","AT1G04330",0.961713300991809,0.0160980883015323,NA,NA,FALSE
"0552ea92-f4cb-4c49-a8d0-b34f344ac2de_AT1G04350","AT1G04350",1.1906262404875,-0.033313457684388,NA,NA,FALSE
"878459b8-ccd0-4360-b79e-97ae6fec1c88_AT1G04360","AT1G04360",1.46587507812339,0.0305881466900226,NA,NA,FALSE
"3a63b185-3d9d-41ae-8872-ab9cf96d106f_AT1G04277","AT1G04277",3.52407555589069,-0.044240679785473,NA,NA,FALSE
"5fa836ef-efde-402d-9afb-9079910dc9a3_G451","G451",2.63437543495168,-0.0330395974601132,NA,NA,FALSE
"61d58434-5cf2-493d-be7c-219914beddac_AT1G04635","AT1G04635",7.48803187632946,-0.029581267002935,0.964661502116694,0.015625053031556,FALSE
"906e237f-23ca-4b3a-aa4f-5ac033e0c624_Chr1:1300000","Chr1:1300000",1.37179698032609,0.000438995856303062,NA,NA,FALSE
"5fd9fa93-decf-4b65-a694-03e56fa084fb_AT1G04800","AT1G04800",41.2547046509911,0.0127377846784498,0.994729251309028,0.00229511087569247,FALSE
"96d5e55d-7d00-4cb4-966c-b6bb3ae5ed2b_AT1G05010","AT1G05010",4.07296517763062,0.0446032482160572,0.895001954728381,0.0481760161624988,FALSE
"d768342d-2221-42f0-96d4-7e76c9972c57_AT1G05020","AT1G05020",0.747121351792269,-0.0111608218370186,NA,NA,FALSE
"974e4994-be0e-47d0-8d69-0409b80b18b1_AT1G05020","AT1G05020",0.861277205570015,-0.0115437603535969,NA,NA,FALSE
"abc44960-6c69-47e4-b064-c194af6c0f62_AT1G05065","AT1G05065",3.04811577823713,-0.0497535774783394,NA,NA,FALSE
"f8e7cc0f-beb5-4b8a-8788-2783b0547d5e_AT1G05100","AT1G05100",8.6298169233765,-0.090791883940711,0.688511719819281,0.162088662800633,FALSE
"5a3f01f0-6c1d-409f-9e73-9980118d10ee_Chr1:1477000","Chr1:1477000",3.38648779479333,-0.0270789662736967,NA,NA,FALSE
"30ca3882-a688-4fd9-819b-271e44482fd5_Chr1:1478000","Chr1:1478000",3.08327569755734,-0.0764678622624575,NA,NA,FALSE
"26a396d8-123c-401b-9182-36851221dcfc_AT1G05140","AT1G05140",31.9477774959891,-0.0663980820338971,0.939137757696016,0.0272706984483679,FALSE
"0891297c-dcd0-4543-a6f9-3498d3ab3e38_AT1G05150","AT1G05150",12.2277799967095,-0.0123176691733109,0.992201257342403,0.00340022695058745,FALSE
"ba9ba69c-9b75-4715-9f74-e2ba4763bb34_AT1G05190","AT1G05190",1.78669233210911,-0.0367575561971572,NA,NA,FALSE
"f0483821-aed1-45f7-ac2b-727807ac4116_AT1G04363","AT1G04363",3.0670356825093,-0.0243121966557078,NA,NA,FALSE
"ff239a75-fe4d-4de4-afe5-97d41f0779f8_Chr1:1550000","Chr1:1550000",1.22573978867537,0.0020738154307299,NA,NA,FALSE
"5097c08e-6351-4d73-be07-a5b72eac9c5f_Chr1:1558000","Chr1:1558000",0.811828841489651,0.00138532972293783,NA,NA,FALSE
"fbf28496-48d9-4e9e-80cd-fb144acbddb1_AT1G05340","AT1G05340",1.92063721254459,-0.0106784133003858,NA,NA,FALSE
"2c3ca5c5-7faa-4216-a19e-2fb1c236e54b_Chr1:1582000","Chr1:1582000",2.1762545501415,-0.0336441498802338,NA,NA,FALSE
"81a05956-5b93-4397-a659-ded239fa2446_AT1G05420","AT1G05420",1.20417859153629,-0.00874590849648635,NA,NA,FALSE
"0f819519-82a3-4c67-a3a1-264f156bd538_AT1G05560","AT1G05560",9.39233450832254,0.111577655098877,0.66731096201661,0.175671740870462,FALSE
"4c79fa6e-3360-4ecf-8ae1-fa01d76f7336_AT1G05562","AT1G05562",5.8461998226172,-0.0455287584554265,0.928332821079205,0.0322962948535801,FALSE
"b8da296e-a1ce-42bc-b7aa-461db677e090_AT1G05575","AT1G05575",32.6255413026937,1.76690364993739,3.685330908549e-05,4.43352351043596,TRUE
"b09b4272-cb82-4ceb-8ef0-c36bf5e32ad6_AT1G05680","AT1G05680",2.31383658570505,5.15174597299044,NA,NA,FALSE
"7679a31a-3d2b-4a22-81ed-0d62c49e5456_AT1G05750","AT1G05750",1.92240687411112,-0.00980798904865277,NA,NA,FALSE
"7a98d6a4-e518-497c-8323-724214e80dc9_G628","G628",2.31706483127344,0.0454381181088442,NA,NA,FALSE
"58d7a239-f0ce-44c5-8e2f-94ca23ab06e4_AT1G04433","AT1G04433",2.430906572473,0.00421439471429963,NA,NA,FALSE
"2000aab6-6aad-4f07-93ba-e4d3be71883a_Chr1:1783000","Chr1:1783000",1.3416638529675,0.00553184688322618,NA,NA,FALSE
"04c3abe6-2851-4f4c-baf9-f2ab75faf4b9_AT1G06000","AT1G06000",31.8633158916986,-0.125462528844818,0.819478306617042,0.0864625386660418,FALSE
"f6a65fa0-da5c-4491-a919-591a4f19d8d6_AT1G06040","AT1G06040",5.5780332211327,0.027019274755535,0.971064068765352,0.0127521153099902,FALSE
"2747a4e3-9a2f-4395-a315-02fb12aa467d_AT1G06050","AT1G06050",2.65062656468998,0.00961644951637553,NA,NA,FALSE
"27d14c87-2e75-4f4a-a214-a2013d72a5ee_AT1G06135","AT1G06135",2.91881045541749,0.055252628740255,NA,NA,FALSE
"71d5484d-6115-458f-861a-c178bcc7a110_AT1G06137","AT1G06137",1.48948603657043,0.0335779147344849,NA,NA,FALSE
"2c1ca4a0-9d25-4384-b9ca-6930d6586393_AT1G06140","AT1G06140",1.36305534624753,0.0313944868076531,NA,NA,FALSE
"91c532f9-0715-4bfa-9cde-fd03d12b5d6a_AT1G06143","AT1G06143",1.96414507799711,-0.0350657274482786,NA,NA,FALSE
"2352af56-3840-4152-a25a-7dcfeb06c35f_Chr1:1874000","Chr1:1874000",0.660270867455197,0.00820658830085827,NA,NA,FALSE
"12975af3-d9bf-4589-8704-895f499a0e0f_AT1G06160","AT1G06160",57.5284054346064,0.0768720546469128,0.933640383588646,0.0298203716259239,FALSE
"8420b39c-c62f-46d1-9d30-c80c65694e83_AT1G06380","AT1G06380",2.14288018363532,0.0603445462049298,NA,NA,FALSE
"fc73dfbd-cab3-4ce2-9464-9fc3f34c4885_AT1G06475","AT1G06475",1.22037640331631,0.00715194594071461,NA,NA,FALSE
"d3dd1674-c17e-4321-80ca-a4627f767b0f_Chr1:2001000","Chr1:2001000",1.33804154644691,0.0071866880669254,NA,NA,FALSE
"597cf1f2-aef2-4fc5-bd7c-b86963a9b3f3_Chr1:2002000","Chr1:2002000",28.0602744140338,0.155005327284058,0.743006665353966,0.12900729025899,FALSE
"db8d585e-b457-4816-a385-df10249b6961_AT1G06570","AT1G06570",0.683184284582253,0.0125702602976248,NA,NA,FALSE
"76757c1a-c747-4534-a459-732519512447_Chr1:2025000","Chr1:2025000",1.10526745112483,0.0128390837108571,NA,NA,FALSE
"b766d200-3784-4c50-bf32-6ec688627d21_AT1G06630","AT1G06630",6.32465113002265,0.0510878758103687,0.916413486390656,0.0379085281448566,FALSE
"69872a31-872e-4113-9e0b-cab8103c3d6d_Chr1:2035000","Chr1:2035000",7.68834798059505,0.0295422494476775,0.971064068765352,0.0127521153099902,FALSE
"58bba8ed-17f9-4422-aa42-6bb9e5615ecc_Chr1:2048000","Chr1:2048000",111.708606197171,0.222876297682717,0.609996169716224,0.214672891999611,FALSE
"7775daf5-9090-42f4-b79a-1df1b0cae00b_AT1G06760","AT1G06760",3.41448688347422,-0.00331382044061169,NA,NA,FALSE
"e181af8b-bb8a-45a6-a477-796827194e3c_AT1G04513","AT1G04513",4.94927042524996,0.0368691756217197,0.940949535385778,0.0264336678492426,FALSE
"d445488e-8586-4419-8ee3-59bcaa78b021_AT1G06830","AT1G06830",46.482435735195,0.196255457568031,0.681208914757269,0.166719677203042,FALSE
"3de29e84-f240-4200-853a-1ebdeb65eccc_AT1G04517-AT1G08875","AT1G04517",0.561282984436855,0.0238742098490466,NA,NA,FALSE
"b3026ce0-fcb5-4ee5-9edb-16bcbad533ce_AT1G04527","AT1G04527",0.981521588636709,0.00904410959551317,NA,NA,FALSE
"7f861c5a-c5e6-4c3d-80a9-999a46c8591f_AT1G07000","AT1G07000",11.8295734921581,-0.165095519725744,0.481532240008896,0.317374630264839,FALSE
"3ed06fa5-caff-4c01-b4c1-98dcb3d25287_AT1G07020","AT1G07020",1.0132479962463,0.00368165199302468,NA,NA,FALSE
"8f48b68b-978c-4eff-98da-7f591e4be374_Chr1:2171000","Chr1:2171000",2.14898136622845,0.0196220031992216,NA,NA,FALSE
"966e4b2d-6bc8-472a-9988-17b952c0f834_AT1G07090","AT1G07090",2.76999294499319,0.030332289957825,NA,NA,FALSE
"3990a94d-56e3-41ee-b6ef-c9617e9d7a37_AT1G07128","AT1G07128",11.4679102447226,0.196239879053874,0.493054928843749,0.307104695398455,FALSE
"4d09f305-1f90-47d5-b58d-a41ce420aa39_Chr1:2191000","Chr1:2191000",16.3301012779032,-0.0164695530275433,0.991315361256739,0.00378816401500987,FALSE
"af908e3c-6004-485c-9275-fe17b5815c5e_AT1G07150","AT1G07150",2.40433663331771,0.0336038328447294,NA,NA,FALSE
"d8f3bf03-6338-43b7-b61f-533a7aec4853_G794","G794",1.00179395744886,-0.000596709743240548,NA,NA,FALSE
"c4535136-2a75-418f-8850-73d527d1283e_Chr1:2200000","Chr1:2200000",4.4908451599991,-0.0623768783332747,0.789713928117984,0.10253020230422,FALSE
"1a1e5dd0-5b01-4a4e-a33f-c039cca257e2_G805","G805",8.20417621038795,0.0887724367255472,0.785021207205956,0.105118610709376,FALSE
"ca947c39-58ce-44f1-9ffb-ff9d35275678_AT1G07240","AT1G07240",5.71358407895151,-0.0120208657125991,0.988583765408357,0.00498652583099652,FALSE
"7f016176-8246-4f7b-8c78-073bddc2b245_AT1G07250","AT1G07250",3.86844976811613,-0.044499637091426,NA,NA,FALSE
"78a5a291-37a0-40f8-8450-3689f19311f7_AT1G07260","AT1G07260",4.75410161799386,-0.0117697536348115,0.986336229924053,0.00597501415701641,FALSE
"6f387b47-2075-4ed5-a9f8-8556d32217db_Chr1:2238000","Chr1:2238000",1.55266326087692,0.0238049557482009,NA,NA,FALSE
"fe85c592-2957-4ade-880a-696bf90dad2d_Chr1:2240000","Chr1:2240000",1.31382501730437,0.0240418477189761,NA,NA,FALSE
"20161cf6-26eb-4ad2-99b5-3aa70390245e_Chr1:2245000","Chr1:2245000",1.53855754187865,0.0217629385921235,NA,NA,FALSE
"3d19d04d-787e-4247-9a07-0e8dad0ac27b_AT1G07320","AT1G07320",57.6813186698816,0.453463225852398,0.220426648739437,0.656735902103061,FALSE
"5f4faaf9-4dd6-4d24-b47a-6cfccfc1dbea_AT1G07400","AT1G07400",0.816691291958954,-0.0338449439030252,NA,NA,FALSE
"63ce1b32-5d89-4e19-8361-2f88ee8868e0_AT1G07400","AT1G07400",3.76318404522408,-0.00821468248030346,NA,NA,FALSE
"e9548279-f138-4a67-8ca3-87f9cf1f4df1_AT1G07500","AT1G07500",3.33797829028298,0.0453228133668365,NA,NA,FALSE
"91ef4be0-8a94-41f8-bb8d-b49aaefb0ee5_AT1G07520","AT1G07520",1.57185688362569,0.0478171728206066,NA,NA,FALSE
"6d037210-ddff-407e-9296-10d91427cc67_AT1G07590-AT1G07600","AT1G07590",15.7166287953124,0.0851545027921057,0.835331139485857,0.078141328656628,FALSE
"064b011a-3222-476e-838a-741cc124b2e7_AT1G07640","AT1G07640",8.78955033089752,0.0802437402175245,0.821563222614168,0.0853590102253104,FALSE
"fde388e6-67e2-4b1a-93e4-21cd599706c4_Chr1:2365000","Chr1:2365000",1.31193798908587,0.00906816806931074,NA,NA,FALSE
"b1512ec1-1b48-41d7-b6d2-6483d7b9a9a2_Chr1:2368000","Chr1:2368000",1.7664153172172,0.0480382358794594,NA,NA,FALSE
"e1a3aa6e-7b73-4288-af84-e89f0c61d9d1_AT1G07720","AT1G07720",15.8289108338022,-0.155520690931095,0.663104979295063,0.178417710932433,FALSE
"7206790f-85fd-4dfe-a2dc-2bb4810142ee_AT1G07720","AT1G07720",0.96208850403655,-0.00359004027886195,NA,NA,FALSE
"a58b8215-55dc-4875-98b5-62ba14381b92_AT1G07728","AT1G07728",1.33031692007045,0.0101569786977248,NA,NA,FALSE
"8f4c125f-e8e2-459f-a898-383cc40ca507_G880","G880",56.4714516343469,0.70827359399864,0.0270918386154122,1.56716152012624,FALSE
"b75a7845-1fda-421e-95ba-f36281223d06_AT1G07790","AT1G07790",0.788442984418317,-0.00319521193634516,NA,NA,FALSE
"41c7a162-f93f-414d-ad91-8c0418fda6bb_AT1G07790","AT1G07790",14.3583728718765,-0.0569123196778482,0.934381446348089,0.0294757937640424,FALSE
"b0790f32-281c-4a22-a74d-afbe847d4561_AT1G07820","AT1G07820",39.194390408556,0.138765897833602,0.79966232432127,0.0970933650616664,FALSE
"0321d9c8-c71f-4b2b-80c7-f6faec797fac_Chr1:2422000","Chr1:2422000",1.19777570142791,-0.00830724822005367,NA,NA,FALSE
"7557bff4-9c2f-4ed4-978b-7f3fb505d621_Chr1:2443000","Chr1:2443000",1.56007219892429,0.0137234799672881,NA,NA,FALSE
"ff802173-bbd9-4cdc-af82-2655bb0bac96_Chr1:2443000","Chr1:2443000",6.19068781924497,-0.0508643568163501,0.895001954728381,0.0481760161624988,FALSE
"ae438fc2-8455-4fad-acff-6b6ece343c1a_Chr1:2456000","Chr1:2456000",13.762836626685,0.0286091587870791,0.983591102332926,0.00718540858845461,FALSE
"f4c60111-bbbf-49ec-918a-33430f5518c5_AT1G08050","AT1G08050",1.36119958216184,-0.0106353980083788,NA,NA,FALSE
"c4450634-372e-4ff2-ae5c-bd7d6e02f926_Chr1:2538000","Chr1:2538000",6.92178881137726,0.134989602185843,0.469951677120452,0.327946796189524,FALSE
"b72bb20a-dc26-43de-a2a5-763c60369d46_AT1G08160","AT1G08160",6.61811813939973,-0.0539850183389338,0.923872708057113,0.0343878621095735,FALSE
"fa85ecc8-2a5c-4f67-bf9b-0a5d8becd9a6_AT1G08165","AT1G08165",1.05670578536324,0.00194588013732495,NA,NA,FALSE
"1c55b2cc-fba5-4299-8b8b-6d8024b13d6a_AT1G08180","AT1G08180",13.5342620430998,-0.0824107673124722,0.882987689577033,0.0540453512197508,FALSE
"06894abb-e0ed-4db2-8337-fc1560d2c8df_AT1G08250","AT1G08250",17.851040435036,-0.0948414198907388,0.873039490771479,0.0589661111211877,FALSE
"ce9309aa-d720-436b-ada1-a66640cc1f93_AT1G08280","AT1G08280",5.69509452652779,0.00926377420889664,0.994119127038327,0.00256157021491372,FALSE
"d4ce1ee0-5aa6-4d2d-8513-8e90fed4fb39_AT1G08315","AT1G08315",11.3972968567259,0.0702558973815361,0.89710701027506,0.0471557495979806,FALSE
"7fc67eec-b513-4634-bbcf-47c919ecb0a2_AT1G08380","AT1G08380",35.2682164053847,0.0934545216724668,0.897010362503739,0.0472025398408605,FALSE
"237a04ba-9cff-4672-b675-624ccd59b9ae_AT1G08770","AT1G08770",1.09658294346121,-0.000201558253352422,NA,NA,FALSE
"e3eebf8c-4ef5-4c98-906a-d3124b388d46_AT1G08770","AT1G08770",47.1353222091943,0.00343094413533302,0.9988752452854,0.000488749679352961,FALSE
"3a56baed-cf5f-4101-a3de-3a76e8cafa05_Chr1:2819000","Chr1:2819000",1.00492375600417,-0.0154396655983895,NA,NA,FALSE
"8c2c8bd0-d091-4980-bf2f-cd4a27467db4_AT1G08880","AT1G08880",95.0986506816268,0.0405632716797742,0.977940666913331,0.00968749369277771,FALSE
"03de1204-0f73-4d1f-a307-d7700ef52266_Chr1:2869000","Chr1:2869000",0.892635709485788,-0.0142469597663799,NA,NA,FALSE
"3a102659-1987-4ed1-9a4b-48e28a5b26e0_Chr1:2877000","Chr1:2877000",1.24940818417205,-0.0118515512501605,NA,NA,FALSE
"89b0c63f-62a5-4ebf-8aee-72c409bb1b8f_AT1G08940","AT1G08940",1.04342202944068,0.0308023180277297,NA,NA,FALSE
"34df89b1-ccaa-4654-bb90-994ee268c83b_AT1G09070","AT1G09070",1.17112466243608,-0.00155360841099389,NA,NA,FALSE
"0a799652-2a0d-4062-9cf1-918596539b75_AT1G09070","AT1G09070",34.5774183480625,0.0944897501854674,0.897010362503739,0.0472025398408605,FALSE
"8eb0a46a-9faf-4679-a73f-349370940fa2_AT1G09200","AT1G09200",4.19703198758261,-0.0181304302001216,0.979456171559899,0.00901499292657446,FALSE
"0f9dd905-fedc-4bc6-8946-e1ad3b01b555_Chr1:2972000","Chr1:2972000",1.23362870828161,-0.0179366518093954,NA,NA,FALSE
"1e1b9b94-f402-4efc-8d6c-a39e037ba67c_Chr1:2973000","Chr1:2973000",1.01771647369058,-0.0161373558246352,NA,NA,FALSE
"66327a4c-0052-4e78-8fa1-80d0eff186ca_AT1G09240","AT1G09240",10.47096086122,-0.0626170525895972,0.912161964652297,0.039928040937456,FALSE
"b4864d4d-27a1-4386-ba3a-b09fb3842939_AT1G09310","AT1G09310",796.407219375477,-0.224368698647139,0.585829291187188,0.232228917593073,FALSE
